1441.6264,5206.5434,4.1251,4.389,496.0,393.0,20.0,256.0,12.0,0.0
1465.9128,4672.1746,4.0822,4.3876,488.0,317.0,20.0,256.0,12.0,0.0
1491.9565,4738.9373,4.1758,4.4976,480.0,300.0,20.0,256.0,12.0,0.0
1422.6275,4648.5304,4.1637,4.4844,480.0,300.0,20.0,256.0,12.0,0.0
1484.4567,4729.8276,4.1655,4.4864,480.0,300.0,20.0,256.0,12.0,0.0
1388.7934,4440.4034,4.0488,4.3608,496.0,300.0,20.0,256.0,12.0,0.0
1431.4863,4558.7062,4.0764,4.3918,488.0,300.0,20.0,256.0,12.0,0.0
1298.2119,4441.5617,4.0908,4.4063,480.0,300.0,20.0,256.0,12.0,0.0
1418.9897,4549.2649,4.0541,4.3659,488.0,300.0,20.0,256.0,12.0,0.0
1426.5496,4454.7652,4.086,4.4015,488.0,300.0,20.0,256.0,12.0,0.0
1392.4383,4206.8201,4.031,4.339,496.0,300.0,20.0,256.0,12.0,0.0
1478.3444,4232.8612,4.015,4.3215,496.0,300.0,20.0,256.0,12.0,0.0
1478.4475,4289.8352,4.0227,4.3305,488.0,300.0,20.0,256.0,12.0,0.0
1455.072,4216.1078,3.9873,4.2907,480.0,300.0,20.0,256.0,12.0,0.0
1419.6742,4176.8426,3.992,4.2963,480.0,300.0,20.0,256.0,12.0,0.0
1518.6673,4461.7162,4.0609,4.3675,472.0,300.0,20.0,256.0,12.0,0.0
1487.69,4373.3051,4.0733,4.3798,472.0,300.0,20.0,256.0,12.0,0.0
1596.5168,4948.785,4.1918,4.5178,488.0,300.0,20.0,256.0,12.0,0.0
1451.9946,4440.6061,4.0809,4.3945,480.0,300.0,20.0,256.0,12.0,0.0
1325.0579,4284.1878,3.983,4.2798,472.0,300.0,20.0,256.0,12.0,0.0
1390.9255,4576.4435,4.1492,4.4692,496.0,300.0,20.0,256.0,12.0,0.0
1490.0218,4610.2156,4.1465,4.4663,496.0,300.0,20.0,256.0,12.0,0.0
1396.6865,4535.1656,4.1049,4.4182,480.0,300.0,20.0,256.0,12.0,0.0
1613.062,4739.7047,4.106,4.4227,496.0,300.0,20.0,256.0,12.0,0.0
1354.3424,4411.9466,3.9692,4.2668,472.0,300.0,20.0,256.0,12.0,0.0
1424.3352,4698.6167,4.1457,4.469,488.0,300.0,20.0,256.0,12.0,0.0
1253.9104,3907.1726,3.837,4.1193,472.0,300.0,20.0,256.0,12.0,0.0
1455.2196,4822.6826,4.1243,4.446,488.0,300.0,20.0,256.0,12.0,0.0
1455.4897,4592.8415,4.0156,4.328,488.0,300.0,20.0,256.0,12.0,0.0
1447.5392,4318.4501,3.9732,4.2783,480.0,300.0,20.0,256.0,12.0,0.0
1299.7319,4365.0528,4.0868,4.3941,464.0,300.0,19.0,256.0,12.0,0.0
1301.7957,4374.1865,4.0897,4.3974,456.0,300.0,19.0,256.0,12.0,0.0
1386.126,4160.7092,3.9464,4.2428,464.0,300.0,19.0,256.0,12.0,0.0
1387.7805,4137.2722,3.9386,4.234,464.0,300.0,19.0,256.0,12.0,0.0
1317.0447,4098.949,3.9494,4.2404,456.0,300.0,19.0,256.0,12.0,0.0
1357.1857,4179.9923,3.9742,4.2661,464.0,300.0,20.0,256.0,12.0,0.0
1365.4029,4240.2421,4.0058,4.3002,464.0,300.0,20.0,256.0,12.0,0.0
1361.155,4249.9621,4.0037,4.2979,464.0,300.0,20.0,256.0,12.0,0.0
1233.8716,4192.7932,4.0233,4.3187,464.0,300.0,20.0,256.0,12.0,0.0
1426.7247,4237.7928,3.9977,4.2913,464.0,300.0,20.0,256.0,12.0,0.0
1323.9966,4022.3351,3.8876,4.1723,448.0,300.0,19.0,256.0,12.0,0.0
1510.8348,4153.8709,3.8715,4.1613,472.0,300.0,20.0,256.0,12.0,0.0
1353.5348,4285.1576,4.016,4.3191,472.0,300.0,20.0,256.0,12.0,0.0
1320.607,4133.5832,3.9307,4.2083,464.0,300.0,20.0,256.0,12.0,0.0
1361.8062,4242.7776,3.958,4.2556,464.0,300.0,19.0,256.0,12.0,0.0
1288.4796,3994.9977,3.8887,4.1734,448.0,300.0,19.0,256.0,12.0,0.0
1394.0168,4268.19,3.9878,4.2825,456.0,300.0,19.0,256.0,12.0,0.0
1354.9751,4259.9381,3.9939,4.2892,456.0,300.0,19.0,256.0,12.0,0.0
1390.4049,4219.4047,3.9707,4.2692,464.0,300.0,19.0,256.0,12.0,0.0
1352.55,4239.2753,3.969,4.2621,456.0,300.0,19.0,256.0,12.0,0.0
1417.73,4295.5266,3.979,4.2782,480.0,300.0,20.0,256.0,12.0,0.0
1387.7773,4531.8679,4.0526,4.3664,496.0,300.0,20.0,256.0,12.0,0.0
1509.5379,4296.0844,3.8624,4.1605,488.0,300.0,20.0,256.0,12.0,0.0
1509.5379,4296.0844,3.8624,4.1605,488.0,300.0,20.0,256.0,12.0,0.0
1463.2937,4608.1541,4.1488,4.4695,488.0,300.0,20.0,256.0,12.0,0.0
1589.2382,4738.7453,4.1538,4.4757,488.0,300.0,20.0,256.0,12.0,0.0
1452.6836,4537.0415,4.0806,4.3965,488.0,300.0,20.0,256.0,12.0,0.0
1516.3581,4573.1467,4.0711,4.3864,488.0,300.0,20.0,256.0,12.0,0.0
1357.6775,4693.0819,4.1492,4.4713,488.0,300.0,20.0,256.0,12.0,0.0
1393.7997,4535.9172,4.1101,4.4194,456.0,300.0,19.0,256.0,12.0,0.0
1327.6085,4475.7069,4.1082,4.4173,456.0,300.0,19.0,256.0,12.0,0.0
1299.8729,4447.5003,4.1109,4.4202,456.0,300.0,19.0,256.0,12.0,0.0
1327.6085,4475.7069,4.1082,4.4173,456.0,300.0,19.0,256.0,12.0,0.0
1391.7658,4524.246,4.1067,4.4157,456.0,300.0,19.0,256.0,12.0,0.0
1426.9255,4773.7195,4.1799,4.504,488.0,300.0,20.0,256.0,12.0,0.0
1511.5496,4602.4809,4.0479,4.3515,472.0,300.0,20.0,256.0,12.0,0.0
1288.9361,4042.9529,3.9114,4.1991,464.0,300.0,20.0,256.0,12.0,0.0
1416.2373,4444.5798,4.0616,4.362,456.0,300.0,19.0,256.0,12.0,0.0
1390.3207,4673.9535,4.14,4.4626,480.0,300.0,20.0,256.0,12.0,0.0
1510.9939,4735.501,4.1356,4.4573,488.0,300.0,20.0,256.0,12.0,0.0
1355.6937,4374.055,4.0525,4.3596,464.0,300.0,19.0,256.0,12.0,0.0
1424.1665,4676.6842,4.123,4.4355,472.0,300.0,20.0,256.0,12.0,0.0
1484.9863,4620.8572,4.076,4.3887,488.0,300.0,20.0,256.0,12.0,0.0
1459.888,4726.051,4.1532,4.4753,488.0,300.0,20.0,256.0,12.0,0.0
1519.4855,4841.2384,4.1607,4.4842,488.0,300.0,20.0,256.0,12.0,0.0
1326.3884,4495.8415,4.0121,4.3146,472.0,300.0,20.0,256.0,12.0,0.0
1426.926,4545.4751,4.0471,4.3625,488.0,300.0,20.0,256.0,12.0,0.0
1554.6673,4785.4778,4.1753,4.4998,488.0,300.0,20.0,256.0,12.0,0.0
1452.3864,4511.3751,4.0742,4.3824,472.0,300.0,20.0,256.0,12.0,0.0
1525.3542,4889.6267,4.2316,4.5615,488.0,300.0,20.0,256.0,12.0,0.0
1362.2777,4720.3385,4.2074,4.5339,488.0,300.0,20.0,256.0,12.0,0.0
1458.1534,4763.6059,4.1736,4.4976,488.0,300.0,20.0,256.0,12.0,0.0
1542.2314,4726.7489,4.1227,4.4344,472.0,300.0,20.0,256.0,12.0,0.0
1481.5554,4392.5708,4.062,4.3704,488.0,300.0,20.0,256.0,12.0,0.0
1489.6492,4531.0032,4.0901,4.4068,488.0,300.0,20.0,256.0,12.0,0.0
1361.3842,4595.1623,4.0806,4.3876,472.0,300.0,20.0,256.0,12.0,0.0
1422.459,4406.2511,4.0747,4.3761,456.0,300.0,19.0,256.0,12.0,0.0
1387.4013,4349.4024,4.0759,4.3815,488.0,300.0,20.0,256.0,12.0,0.0
1387.4013,4349.4024,4.0759,4.3815,488.0,300.0,20.0,256.0,12.0,0.0
1363.3265,4479.7325,4.0958,4.4071,464.0,300.0,19.0,256.0,12.0,0.0
1397.2525,4756.4903,4.1285,4.45,488.0,300.0,20.0,256.0,12.0,0.0
1422.5869,4204.559,4.0173,4.3276,496.0,300.0,20.0,256.0,12.0,0.0
1513.5319,4463.3785,4.077,4.3921,488.0,300.0,20.0,256.0,12.0,0.0
1390.537,4382.3611,4.0606,4.373,496.0,300.0,20.0,256.0,12.0,0.0
1383.4913,4269.4622,4.0286,4.3335,472.0,300.0,20.0,256.0,12.0,0.0
1383.3982,4263.5737,4.0244,4.329,472.0,300.0,20.0,256.0,12.0,0.0
1386.9578,4305.5715,3.9906,4.2846,464.0,300.0,19.0,256.0,12.0,0.0
1450.9001,4544.1259,4.1159,4.4314,488.0,300.0,20.0,256.0,12.0,0.0
1382.8226,4399.2094,3.9995,4.3073,480.0,300.0,20.0,256.0,12.0,0.0
1454.7526,4479.5587,4.006,4.3145,480.0,300.0,20.0,256.0,12.0,0.0
1454.7526,4479.5587,4.006,4.3145,480.0,300.0,20.0,256.0,12.0,0.0
1456.3659,4459.3585,4.0009,4.3088,480.0,300.0,20.0,256.0,12.0,0.0
1487.1976,4496.7298,4.0095,4.3182,488.0,300.0,20.0,256.0,12.0,0.0
1517.7803,4414.4002,3.9729,4.2783,488.0,300.0,20.0,256.0,12.0,0.0
1517.7803,4414.4002,3.9729,4.2783,488.0,300.0,20.0,256.0,12.0,0.0
1517.7803,4414.4002,3.9729,4.2783,488.0,300.0,20.0,256.0,12.0,0.0
1517.7803,4414.4002,3.9729,4.2783,488.0,300.0,20.0,256.0,12.0,0.0
1454.7526,4479.5587,4.006,4.3145,480.0,300.0,20.0,256.0,12.0,0.0
1454.7526,4479.5587,4.006,4.3145,480.0,300.0,20.0,256.0,12.0,0.0
1490.1138,4400.4002,3.9753,4.2809,488.0,300.0,20.0,256.0,12.0,0.0
1490.1138,4400.4002,3.9753,4.2809,488.0,300.0,20.0,256.0,12.0,0.0
1490.1138,4400.4002,3.9753,4.2809,488.0,300.0,20.0,256.0,12.0,0.0
1490.1138,4400.4002,3.9753,4.2809,488.0,300.0,20.0,256.0,12.0,0.0
1479.1543,4408.6718,3.9781,4.2838,488.0,300.0,20.0,256.0,12.0,0.0
